Start Date,End Date,County,Region,State,Property Type,Median Sale Price,Median Sale Price MoM,Median List Price,Median List Price MoM,Median Price per Sqft,Median Price per Sqft MoM,Median List Price per Sqft,Median List Price per Sqft MoM,Homes Sold,Homes Sold MoM,Pending Sales,Pending Sales MoM,New Listings,New Listings MoM,Months of Supply,Months of Supply MoM,Median Days on Market,Median Days on Market MoM,Average Sale to List,Average Sale to List MoM,Sold Above List,Sold Above List MoM,Price Drops,Price Drops MoM,Off Market in Two Weeks,Off Market in Two Weeks MoM
2024-03-01,2024-03-31,Morris County,North,NJ,All Residential,650000.0,8.33%,"$639,450.00",6.57%,334.91,4.49%,$330.34,1.66%,298,26.27%,447,50.00%,476,13.33%,1,-50.00%,16,-800.00%,104.04%,1.69%,66.44%,10.51%,14.44%,6.20%,59.51%,-0.56%
2024-03-01,2024-03-31,Morris County,North,NJ,Condo,367500.0,-3.67%,"$639,450.00",6.57%,380.79,7.34%,$330.34,1.66%,8,166.67%,13,116.67%,19,35.71%,3,-510.00%,45,900.00%,104.39%,1.29%,62.50%,-37.50%,20.69%,5.31%,53.85%,20.51%
2024-03-01,2024-03-31,Morris County,North,NJ,Multi-Family (2-4 Unit),740000.0,24.76%,"$639,450.00",6.57%,291.4,-1.10%,$330.34,1.66%,7,16.67%,9,125.00%,6,-25.00%,1,-120.00%,54,2100.00%,99.07%,-4.22%,42.86%,-7.14%,9.09%,3.21%,0.00%,-50.00%
2024-03-01,2024-03-31,Morris County,North,NJ,Single Family Residential,650000.0,8.29%,"$639,450.00",6.57%,334.28,4.36%,$330.34,1.66%,283,25.22%,410,42.36%,416,9.19%,1,-50.00%,16,-800.00%,104.17%,1.83%,67.14%,11.39%,13.51%,4.91%,60.73%,-0.03%
2024-04-01,2024-04-30,Morris County,North,NJ,All Residential,625000.0,-3.85%,"$677,000.00",5.87%,351.13,4.84%,$326.73,-1.09%,368,23.49%,437,-2.24%,616,29.41%,1,10.00%,15,-100.00%,106.23%,2.19%,72.83%,6.38%,11.92%,-2.52%,52.17%,-7.33%
2024-04-01,2024-04-30,Morris County,North,NJ,Condo,400000.0,8.84%,"$677,000.00",5.87%,325.75,-14.46%,$326.73,-1.09%,5,-37.50%,26,100.00%,34,78.95%,6,320.00%,85,4000.00%,97.64%,-6.76%,20.00%,-42.50%,14.71%,-5.98%,57.69%,3.85%
2024-04-01,2024-04-30,Morris County,North,NJ,Multi-Family (2-4 Unit),582500.0,-21.28%,"$677,000.00",5.87%,232.02,-20.38%,$326.73,-1.09%,2,-71.43%,6,-33.33%,16,166.67%,10,890.00%,16,-3800.00%,102.32%,3.25%,100.00%,57.14%,19.05%,9.96%,33.33%,33.33%
2024-04-01,2024-04-30,Morris County,North,NJ,Single Family Residential,637500.0,-1.92%,"$677,000.00",5.87%,352.06,5.32%,$326.73,-1.09%,359,26.86%,358,-12.68%,502,20.67%,1,0.00%,15,-100.00%,106.40%,2.23%,73.54%,6.40%,12.68%,-0.83%,53.07%,-7.66%
2024-04-01,2024-04-30,Morris County,North,NJ,Townhouse,464750.0,,"$677,000.00",,339.69,,$326.73,,2,,47,,64,,34,,53,,101.08%,,50.00%,,5.80%,0.00%,44.68%,
2022-01-01,2022-01-31,Passaic County,North,NJ,All Residential,420000.0,-4.98%,"$432,000.00",8.27%,261.9,0.91%,$257.33,-2.65%,370,-31.48%,244,-26.95%,334,47.14%,2,50.00%,48,100.00%,101.85%,-0.44%,57.57%,-4.10%,6.98%,0.32%,22.13%,7.16%
2022-01-01,2022-01-31,Passaic County,North,NJ,Condo,248500.0,-6.93%,"$432,000.00",8.27%,235.29,-11.27%,$257.33,-2.65%,25,-43.18%,20,-41.18%,30,42.86%,2,110.00%,77,900.00%,101.11%,0.98%,52.00%,11.09%,9.59%,2.18%,20.00%,11.18%
2022-01-01,2022-01-31,Passaic County,North,NJ,Multi-Family (2-4 Unit),460000.0,-4.96%,"$432,000.00",8.27%,215.88,-2.54%,$257.33,-2.65%,84,-23.64%,46,-34.29%,83,56.60%,2,50.00%,55,-700.00%,101.20%,-0.82%,63.10%,2.19%,4.94%,-0.45%,10.87%,-3.42%
2022-01-01,2022-01-31,Passaic County,North,NJ,Single Family Residential,420000.0,-5.62%,"$432,000.00",8.27%,279.71,1.50%,$257.33,-2.65%,249,-31.40%,168,-23.29%,213,50.00%,1,50.00%,41,-200.00%,102.15%,-0.49%,55.82%,-8.36%,8.72%,0.29%,26.19%,9.30%
2022-01-01,2022-01-31,Passaic County,North,NJ,Townhouse,453000.0,9.16%,"$432,000.00",8.27%,268.01,11.23%,$257.33,-2.65%,13,-43.48%,10,-9.09%,8,-27.27%,1,60.00%,29,-500.00%,101.79%,-0.35%,61.54%,-3.68%,4.55%,0.55%,10.00%,10.00%
2022-02-01,2022-02-28,Passaic County,North,NJ,All Residential,430000.0,2.38%,"$429,000.00",-0.69%,261.62,-0.11%,$264.56,2.81%,313,-15.41%,214,-12.30%,409,22.46%,2,60.00%,56,800.00%,101.78%,-0.07%,58.47%,0.90%,6.51%,-0.47%,43.46%,21.33%
2022-02-01,2022-02-28,Passaic County,North,NJ,Condo,275000.0,10.66%,"$429,000.00",-0.69%,267.4,13.64%,$264.56,2.81%,23,-8.00%,13,-35.00%,33,10.00%,3,100.00%,70,-700.00%,99.50%,-1.61%,30.43%,-21.57%,4.49%,-5.09%,46.15%,26.15%
2022-02-01,2022-02-28,Passaic County,North,NJ,Multi-Family (2-4 Unit),495000.0,7.61%,"$429,000.00",-0.69%,239.48,10.93%,$264.56,2.81%,67,-20.24%,42,-8.70%,101,21.69%,3,100.00%,77,2200.00%,100.82%,-0.38%,53.73%,-9.36%,5.36%,0.43%,28.57%,17.70%
2022-02-01,2022-02-28,Passaic County,North,NJ,Single Family Residential,440000.0,4.76%,"$429,000.00",-0.69%,272.05,-2.74%,$264.56,2.81%,212,-14.86%,152,-9.52%,261,22.54%,2,40.00%,45,400.00%,102.28%,0.13%,61.79%,5.97%,7.84%,-0.88%,47.37%,21.18%
2022-02-01,2022-02-28,Passaic County,North,NJ,Townhouse,397500.0,-12.25%,"$429,000.00",-0.69%,208.55,-22.19%,$264.56,2.81%,12,-7.69%,7,-30.00%,14,75.00%,1,20.00%,78,4900.00%,102.65%,0.86%,83.33%,21.79%,4.35%,-0.20%,42.86%,32.86%
2022-03-01,2022-03-31,Passaic County,North,NJ,All Residential,435000.0,1.16%,"$439,900.00",2.54%,249.85,-4.50%,$264.45,-0.04%,391,24.92%,378,76.64%,567,38.63%,2,-40.00%,52,-400.00%,102.96%,1.18%,61.89%,3.43%,6.88%,0.37%,32.28%,-11.18%
2022-03-01,2022-03-31,Passaic County,North,NJ,Condo,272500.0,-0.91%,"$439,900.00",2.54%,221.42,-17.19%,$264.45,-0.04%,44,91.30%,32,146.15%,41,24.24%,1,-210.00%,61,-900.00%,100.89%,1.39%,45.45%,15.02%,7.79%,3.30%,21.88%,-24.28%
2022-03-01,2022-03-31,Passaic County,North,NJ,Multi-Family (2-4 Unit),450000.0,-9.09%,"$439,900.00",2.54%,213.32,-10.92%,$264.45,-0.04%,91,35.82%,67,59.52%,136,34.65%,3,-70.00%,73,-400.00%,102.31%,1.49%,54.95%,1.21%,3.74%,-1.62%,22.39%,-6.18%
2022-03-01,2022-03-31,Passaic County,North,NJ,Single Family Residential,445000.0,1.14%,"$439,900.00",2.54%,274.62,0.94%,$264.45,-0.04%,245,15.57%,269,76.97%,362,38.70%,2,-20.00%,41,-400.00%,103.49%,1.21%,67.35%,5.55%,10.34%,2.51%,36.43%,-10.94%
2022-03-01,2022-03-31,Passaic County,North,NJ,Townhouse,437500.0,10.06%,"$439,900.00",2.54%,244.8,17.38%,$264.45,-0.04%,12,0.00%,10,42.86%,28,100.00%,3,120.00%,62,-1600.00%,104.45%,1.79%,58.33%,-25.00%,0.00%,0.00%,20.00%,-22.86%
2022-04-01,2022-04-30,Passaic County,North,NJ,All Residential,450000.0,3.45%,"$440,000.00",0.02%,274.07,9.69%,$271.51,2.67%,361,-7.67%,375,-0.79%,509,-10.23%,2,40.00%,42,-1000.00%,104.19%,1.23%,69.53%,7.64%,6.15%,-0.74%,31.73%,-0.54%
2022-04-01,2022-04-30,Passaic County,North,NJ,Condo,262500.0,-3.67%,"$440,000.00",0.02%,247.21,11.64%,$271.51,2.67%,26,-40.91%,24,-25.00%,44,7.32%,3,170.00%,44,-1700.00%,102.19%,1.30%,61.54%,16.08%,2.20%,-5.59%,12.50%,-9.38%
2022-04-01,2022-04-30,Passaic County,North,NJ,Multi-Family (2-4 Unit),482500.0,7.22%,"$440,000.00",0.02%,213.2,-0.06%,$271.51,2.67%,73,-19.78%,64,-4.48%,107,-21.32%,4,100.00%,66,-700.00%,102.54%,0.23%,58.90%,3.96%,4.90%,1.16%,26.56%,4.17%
2022-04-01,2022-04-30,Passaic County,North,NJ,Single Family Residential,450000.0,1.12%,"$440,000.00",0.02%,289.58,5.45%,$271.51,2.67%,252,2.86%,265,-1.49%,341,-5.80%,2,10.00%,33,-800.00%,104.73%,1.24%,72.62%,5.27%,7.52%,-2.83%,36.23%,-0.20%
2022-04-01,2022-04-30,Passaic County,North,NJ,Townhouse,402250.0,-8.06%,"$440,000.00",0.02%,215.41,-12.00%,$271.51,2.67%,10,-16.67%,22,120.00%,17,-39.29%,3,0.00%,53,-900.00%,107.65%,3.20%,90.00%,31.67%,9.68%,0.00%,13.64%,-6.36%
2022-05-01,2022-05-31,Passaic County,North,NJ,All Residential,430000.0,-4.44%,"$449,949.50",2.26%,270.49,-1.31%,$278.00,2.39%,377,4.43%,395,5.33%,604,18.66%,2,20.00%,32,-1000.00%,104.64%,0.45%,69.50%,-0.03%,9.73%,3.58%,34.43%,2.70%
2022-05-01,2022-05-31,Passaic County,North,NJ,Condo,248750.0,-5.24%,"$449,949.50",2.26%,255.27,3.26%,$278.00,2.39%,32,23.08%,26,8.33%,45,2.27%,3,-40.00%,56,1200.00%,104.18%,1.98%,59.38%,-2.16%,9.09%,6.89%,19.23%,6.73%
2022-05-01,2022-05-31,Passaic County,North,NJ,Multi-Family (2-4 Unit),460000.0,-4.66%,"$449,949.50",2.26%,240.54,12.82%,$278.00,2.39%,70,-4.11%,72,12.50%,117,9.35%,4,50.00%,68,200.00%,102.92%,0.38%,61.43%,2.52%,7.62%,2.72%,29.17%,2.60%
2022-05-01,2022-05-31,Passaic County,North,NJ,Single Family Residential,430000.0,-4.44%,"$449,949.50",2.26%,288.08,-0.52%,$278.00,2.39%,262,3.97%,278,4.91%,421,23.46%,2,40.00%,23,-1000.00%,105.21%,0.48%,72.14%,-0.48%,11.84%,4.32%,37.77%,1.54%
2022-05-01,2022-05-31,Passaic County,North,NJ,Townhouse,426000.0,5.90%,"$449,949.50",2.26%,250.4,16.24%,$278.00,2.39%,14,40.00%,19,-13.64%,21,23.53%,2,-90.00%,59,600.00%,103.63%,-4.02%,78.57%,-11.43%,12.90%,3.23%,26.32%,12.68%
2022-06-01,2022-06-30,Passaic County,North,NJ,All Residential,456000.0,6.05%,"$469,000.00",4.23%,286.94,6.08%,$276.85,-0.41%,499,32.36%,449,13.67%,568,-5.96%,2,-70.00%,32,0.00%,105.00%,0.37%,74.75%,5.25%,9.34%,-0.38%,22.49%,-11.94%
2022-06-01,2022-06-30,Passaic County,North,NJ,Condo,252000.0,1.31%,"$469,000.00",4.23%,270.47,5.96%,$276.85,-0.41%,39,21.88%,41,57.69%,54,20.00%,2,-40.00%,56,0.00%,102.85%,-1.33%,69.23%,9.86%,8.41%,-0.68%,9.76%,-9.47%
2022-06-01,2022-06-30,Passaic County,North,NJ,Multi-Family (2-4 Unit),515000.0,11.96%,"$469,000.00",4.23%,244.04,1.46%,$276.85,-0.41%,97,38.57%,82,13.89%,103,-11.97%,3,-160.00%,40,-2800.00%,103.75%,0.83%,67.01%,5.58%,5.26%,-2.36%,17.07%,-12.09%
2022-06-01,2022-06-30,Passaic County,North,NJ,Single Family Residential,460000.0,6.98%,"$469,000.00",4.23%,297.15,3.15%,$276.85,-0.41%,350,33.59%,309,11.15%,383,-9.03%,1,-60.00%,26,300.00%,105.50%,0.30%,77.14%,5.01%,11.43%,-0.41%,25.89%,-11.88%
2022-06-01,2022-06-30,Passaic County,North,NJ,Townhouse,462500.0,8.57%,"$469,000.00",4.23%,281.54,12.44%,$276.85,-0.41%,16,14.29%,17,-10.53%,28,33.33%,2,10.00%,49,-1000.00%,106.68%,3.06%,81.25%,2.68%,16.22%,3.31%,17.65%,-8.67%
2022-07-01,2022-07-31,Passaic County,North,NJ,All Residential,470000.0,3.07%,"$449,000.00",-4.26%,294.91,2.78%,$276.32,-0.19%,438,-12.22%,398,-11.36%,504,-11.27%,2,40.00%,30,-200.00%,104.14%,-0.86%,71.92%,-2.83%,10.25%,0.90%,25.63%,3.13%
2022-07-01,2022-07-31,Passaic County,North,NJ,Condo,297500.0,18.06%,"$449,000.00",-4.26%,280.0,3.52%,$276.32,-0.19%,31,-20.51%,29,-29.27%,48,-11.11%,3,100.00%,66,1000.00%,103.08%,0.23%,51.61%,-17.62%,4.31%,-4.10%,6.90%,-2.86%
2022-07-01,2022-07-31,Passaic County,North,NJ,Multi-Family (2-4 Unit),486000.0,-5.63%,"$449,000.00",-4.26%,214.4,-12.15%,$276.32,-0.19%,82,-15.46%,59,-28.05%,93,-9.71%,3,70.00%,59,1900.00%,103.07%,-0.69%,71.95%,4.94%,4.87%,-0.39%,18.64%,1.57%
2022-07-01,2022-07-31,Passaic County,North,NJ,Single Family Residential,470000.0,2.17%,"$449,000.00",-4.26%,312.86,5.29%,$276.32,-0.19%,312,-10.86%,291,-5.83%,347,-9.40%,2,30.00%,24,-200.00%,104.57%,-0.94%,74.04%,-3.10%,14.37%,2.94%,28.87%,2.98%
2022-07-01,2022-07-31,Passaic County,North,NJ,Townhouse,480000.0,3.78%,"$449,000.00",-4.26%,281.94,0.14%,$276.32,-0.19%,13,-18.75%,19,11.76%,16,-42.86%,2,20.00%,21,-2800.00%,103.18%,-3.51%,69.23%,-12.02%,15.15%,-1.06%,26.32%,8.67%
2022-08-01,2022-08-31,Passaic County,North,NJ,All Residential,467575.0,-0.52%,"$449,902.00",0.20%,287.83,-2.40%,$277.25,0.34%,486,10.96%,406,2.01%,391,-22.42%,2,-50.00%,30,0.00%,103.91%,-0.23%,68.93%,-2.99%,13.25%,3.01%,22.91%,-2.72%
2022-08-01,2022-08-31,Passaic County,North,NJ,Condo,265500.0,-10.76%,"$449,902.00",0.20%,262.8,-6.14%,$277.25,0.34%,40,29.03%,34,17.24%,27,-43.75%,2,-130.00%,50,-1600.00%,101.42%,-1.66%,42.50%,-9.11%,9.38%,5.06%,23.53%,16.63%
2022-08-01,2022-08-31,Passaic County,North,NJ,Multi-Family (2-4 Unit),527500.0,8.54%,"$449,902.00",0.20%,249.53,16.39%,$277.25,0.34%,91,10.98%,78,32.20%,88,-5.38%,3,-60.00%,45,-1400.00%,103.24%,0.18%,67.03%,-4.92%,6.83%,1.96%,21.79%,3.15%
2022-08-01,2022-08-31,Passaic County,North,NJ,Single Family Residential,470000.0,0.00%,"$449,902.00",0.20%,304.01,-2.83%,$277.25,0.34%,340,8.97%,277,-4.81%,266,-23.34%,1,-40.00%,25,100.00%,104.46%,-0.11%,73.24%,-0.80%,18.56%,4.19%,23.47%,-5.40%
2022-08-01,2022-08-31,Passaic County,North,NJ,Townhouse,490500.0,2.19%,"$449,902.00",0.20%,246.49,-12.58%,$277.25,0.34%,17,30.77%,17,-10.53%,10,-37.50%,1,-110.00%,21,0.00%,102.42%,-0.75%,58.82%,-10.41%,8.33%,-6.82%,17.65%,-8.67%
2022-09-01,2022-09-30,Passaic County,North,NJ,All Residential,470000.0,0.52%,"$449,900.00",-0.00%,281.03,-2.36%,$276.80,-0.16%,403,-17.08%,296,-27.09%,413,5.63%,2,40.00%,38,800.00%,102.53%,-1.38%,64.52%,-4.41%,14.10%,0.84%,19.26%,-3.65%
2022-09-01,2022-09-30,Passaic County,North,NJ,Condo,274500.0,3.39%,"$449,900.00",-0.00%,254.52,-3.15%,$276.80,-0.16%,42,5.00%,29,-14.71%,29,7.41%,1,-50.00%,63,1300.00%,102.87%,1.45%,61.90%,19.40%,13.75%,4.38%,10.34%,-13.18%
2022-09-01,2022-09-30,Passaic County,North,NJ,Multi-Family (2-4 Unit),513500.0,-2.65%,"$449,900.00",-0.00%,256.1,2.63%,$276.80,-0.16%,61,-32.97%,47,-39.74%,83,-5.68%,4,130.00%,52,700.00%,102.06%,-1.19%,65.57%,-1.46%,6.99%,0.16%,14.89%,-6.90%
2022-09-01,2022-09-30,Passaic County,North,NJ,Single Family Residential,480000.0,2.13%,"$449,900.00",-0.00%,293.92,-3.32%,$276.80,-0.16%,290,-14.71%,210,-24.19%,287,7.89%,2,30.00%,33,800.00%,102.60%,-1.85%,65.17%,-8.06%,18.37%,-0.19%,22.38%,-1.08%
2022-09-01,2022-09-30,Passaic County,North,NJ,Townhouse,499900.0,1.92%,"$449,900.00",-0.00%,238.22,-3.35%,$276.80,-0.16%,11,-35.29%,10,-41.18%,14,40.00%,2,100.00%,53,3200.00%,101.94%,-0.48%,45.45%,-13.37%,15.38%,7.05%,0.00%,-17.65%
2022-10-01,2022-10-31,Passaic County,North,NJ,All Residential,445500.0,-5.21%,"$449,999.00",0.02%,282.7,0.59%,$277.49,0.25%,362,-10.17%,267,-9.80%,351,-15.01%,2,20.00%,45,700.00%,101.70%,-0.83%,54.70%,-9.82%,15.89%,1.79%,22.10%,2.84%
2022-10-01,2022-10-31,Passaic County,North,NJ,Condo,270000.0,-1.64%,"$449,999.00",0.02%,280.67,10.27%,$277.49,0.25%,36,-14.29%,20,-31.03%,40,37.93%,2,50.00%,77,1400.00%,101.81%,-1.06%,47.22%,-14.68%,11.63%,-2.12%,20.00%,9.66%
2022-10-01,2022-10-31,Passaic County,North,NJ,Multi-Family (2-4 Unit),500000.0,-2.63%,"$449,999.00",0.02%,222.99,-12.93%,$277.49,0.25%,66,8.20%,50,6.38%,82,-1.20%,4,-30.00%,70,1800.00%,101.48%,-0.58%,59.09%,-6.48%,9.12%,2.14%,26.00%,11.11%
2022-10-01,2022-10-31,Passaic County,North,NJ,Single Family Residential,450000.0,-6.25%,"$449,999.00",0.02%,295.02,0.37%,$277.49,0.25%,253,-12.76%,189,-10.00%,221,-23.00%,2,20.00%,37,400.00%,101.77%,-0.84%,54.15%,-11.02%,19.80%,1.42%,21.16%,-1.22%
2022-10-01,2022-10-31,Passaic County,North,NJ,Townhouse,445000.0,-10.98%,"$449,999.00",0.02%,283.56,19.03%,$277.49,0.25%,9,-18.18%,8,-20.00%,8,-42.86%,2,20.00%,69,1600.00%,101.08%,-0.86%,55.56%,10.10%,30.43%,15.05%,25.00%,25.00%
2022-11-01,2022-11-30,Passaic County,North,NJ,All Residential,470000.0,5.50%,"$459,000.00",2.00%,282.43,-0.09%,$260.74,-6.04%,332,-8.29%,264,-1.12%,268,-23.65%,2,-10.00%,53,800.00%,101.58%,-0.12%,56.93%,2.23%,12.34%,-3.55%,19.32%,-2.78%
2022-11-01,2022-11-30,Passaic County,North,NJ,Condo,245000.0,-9.26%,"$459,000.00",2.00%,236.36,-15.79%,$260.74,-6.04%,29,-19.44%,26,30.00%,22,-45.00%,2,0.00%,50,-2700.00%,99.79%,-2.01%,51.72%,4.50%,9.86%,-1.77%,23.08%,3.08%
2022-11-01,2022-11-30,Passaic County,North,NJ,Multi-Family (2-4 Unit),530000.0,6.00%,"$459,000.00",2.00%,244.72,9.75%,$260.74,-6.04%,65,-1.52%,44,-12.00%,60,-26.83%,3,-30.00%,71,100.00%,102.16%,0.68%,60.00%,0.91%,4.72%,-4.40%,11.36%,-14.64%
2022-11-01,2022-11-30,Passaic County,North,NJ,Single Family Residential,465000.0,3.33%,"$459,000.00",2.00%,296.4,0.47%,$260.74,-6.04%,226,-10.67%,180,-4.76%,177,-19.91%,2,0.00%,45,800.00%,101.50%,-0.27%,55.75%,1.60%,16.41%,-3.39%,21.67%,0.50%
2022-11-01,2022-11-30,Passaic County,North,NJ,Townhouse,450000.0,1.12%,"$459,000.00",2.00%,273.35,-3.60%,$260.74,-6.04%,12,33.33%,14,75.00%,9,12.50%,1,-130.00%,60,-900.00%,104.22%,3.14%,75.00%,19.44%,37.50%,7.07%,7.14%,-17.86%
2022-12-01,2022-12-31,Passaic County,North,NJ,All Residential,460059.0,-2.12%,"$425,450.00",-7.31%,279.68,-0.97%,$275.89,5.81%,347,4.52%,217,-17.80%,186,-30.60%,2,-50.00%,46,-700.00%,101.22%,-0.35%,55.33%,-1.60%,9.23%,-3.11%,17.97%,-1.35%
2022-12-01,2022-12-31,Passaic County,North,NJ,Condo,250000.0,2.04%,"$425,450.00",-7.31%,273.44,15.69%,$275.89,5.81%,23,-20.69%,23,-11.54%,22,0.00%,2,50.00%,46,-400.00%,100.60%,0.81%,39.13%,-12.59%,7.58%,-2.28%,17.39%,-5.69%
2022-12-01,2022-12-31,Passaic County,North,NJ,Multi-Family (2-4 Unit),510000.0,-3.77%,"$425,450.00",-7.31%,228.6,-6.59%,$275.89,5.81%,75,15.38%,37,-15.91%,33,-45.00%,2,-100.00%,52,-1900.00%,102.08%,-0.08%,61.33%,1.33%,5.99%,1.27%,18.92%,7.56%
2022-12-01,2022-12-31,Passaic County,North,NJ,Single Family Residential,465000.0,0.00%,"$425,450.00",-7.31%,292.91,-1.18%,$275.89,5.81%,242,7.08%,149,-17.22%,125,-29.38%,1,-60.00%,45,0.00%,100.93%,-0.57%,54.96%,-0.79%,11.69%,-4.71%,18.79%,-2.87%
2022-12-01,2022-12-31,Passaic County,North,NJ,Townhouse,360000.0,-20.00%,"$425,450.00",-7.31%,246.0,-10.00%,$275.89,5.81%,7,-41.67%,8,-42.86%,6,-33.33%,1,60.00%,49,-1100.00%,104.52%,0.30%,57.14%,-17.86%,7.69%,-29.81%,0.00%,-7.14%
2023-01-01,2023-01-31,Passaic County,North,NJ,All Residential,443250.0,-3.65%,"$449,000.00",5.54%,275.69,-1.43%,$271.82,-1.47%,247,-28.82%,172,-20.74%,227,22.04%,2,50.00%,56,1000.00%,100.80%,-0.43%,50.20%,-5.13%,9.74%,0.51%,18.60%,0.63%
2023-01-01,2023-01-31,Passaic County,North,NJ,Condo,269900.0,7.96%,"$449,000.00",5.54%,259.65,-5.04%,$271.82,-1.47%,26,13.04%,20,-13.04%,23,4.55%,2,-70.00%,69,2300.00%,100.93%,0.33%,34.62%,-4.52%,8.62%,1.04%,5.00%,-12.39%
2023-01-01,2023-01-31,Passaic County,North,NJ,Multi-Family (2-4 Unit),493000.0,-3.33%,"$449,000.00",5.54%,208.44,-8.82%,$271.82,-1.47%,51,-32.00%,33,-10.81%,48,45.45%,3,70.00%,63,1100.00%,102.86%,0.78%,58.82%,-2.51%,4.84%,-1.15%,9.09%,-9.83%
2023-01-01,2023-01-31,Passaic County,North,NJ,Single Family Residential,450000.0,-3.23%,"$449,000.00",5.54%,288.38,-1.55%,$271.82,-1.47%,167,-30.99%,113,-24.16%,151,20.80%,2,60.00%,51,600.00%,100.09%,-0.84%,49.10%,-5.86%,13.01%,1.32%,24.78%,5.99%
2023-01-01,2023-01-31,Passaic County,North,NJ,Townhouse,362585.0,0.72%,"$449,000.00",5.54%,307.83,25.14%,$271.82,-1.47%,3,-57.14%,6,-25.00%,5,-16.67%,3,180.00%,51,200.00%,103.00%,-1.51%,100.00%,42.86%,27.27%,19.58%,0.00%,0.00%
2023-02-01,2023-02-28,Passaic County,North,NJ,All Residential,450000.0,1.52%,"$475,000.00",5.79%,269.05,-2.41%,$291.34,7.18%,213,-13.77%,171,-0.58%,259,14.10%,3,40.00%,68,1200.00%,100.50%,-0.30%,50.70%,0.50%,7.99%,-1.74%,39.77%,21.16%
2023-02-01,2023-02-28,Passaic County,North,NJ,Condo,265000.0,-1.82%,"$475,000.00",5.79%,278.04,7.08%,$291.34,7.18%,18,-30.77%,20,0.00%,17,-26.09%,2,60.00%,47,-2200.00%,99.23%,-1.70%,44.44%,9.83%,11.76%,3.14%,15.00%,10.00%
2023-02-01,2023-02-28,Passaic County,North,NJ,Multi-Family (2-4 Unit),492000.0,-0.20%,"$475,000.00",5.79%,211.26,1.35%,$291.34,7.18%,43,-15.69%,24,-27.27%,70,45.83%,4,120.00%,98,3500.00%,100.92%,-1.93%,58.14%,-0.68%,4.37%,-0.47%,37.50%,28.41%
2023-02-01,2023-02-28,Passaic County,North,NJ,Single Family Residential,453750.0,0.83%,"$475,000.00",5.79%,282.26,-2.12%,$291.34,7.18%,150,-10.18%,120,6.19%,163,7.95%,2,20.00%,55,400.00%,100.57%,0.48%,50.00%,0.90%,10.57%,-2.44%,45.00%,20.22%
2023-02-01,2023-02-28,Passaic County,North,NJ,Townhouse,513500.0,41.62%,"$475,000.00",5.79%,209.84,-31.83%,$291.34,7.18%,2,-33.33%,7,16.67%,9,80.00%,6,230.00%,93,4200.00%,97.41%,-5.59%,0.00%,-100.00%,25.00%,-2.27%,28.57%,28.57%
2023-03-01,2023-03-31,Passaic County,North,NJ,All Residential,460000.0,2.22%,"$474,900.00",-0.02%,292.43,8.69%,$295.58,1.46%,257,20.66%,229,33.92%,364,40.54%,2,-40.00%,57,-1100.00%,101.86%,1.36%,56.42%,5.72%,8.52%,0.53%,41.92%,2.16%
2023-03-01,2023-03-31,Passaic County,North,NJ,Condo,270000.0,1.89%,"$474,900.00",-0.02%,257.14,-7.52%,$295.58,1.46%,29,61.11%,23,15.00%,43,152.94%,2,-70.00%,52,500.00%,100.55%,1.33%,48.28%,3.83%,4.84%,-6.93%,39.13%,24.13%
2023-03-01,2023-03-31,Passaic County,North,NJ,Multi-Family (2-4 Unit),533000.0,8.33%,"$474,900.00",-0.02%,252.61,19.57%,$295.58,1.46%,56,30.23%,45,87.50%,70,0.00%,3,-130.00%,76,-2200.00%,100.99%,0.07%,53.57%,-4.57%,4.59%,0.22%,24.44%,-13.06%
2023-03-01,2023-03-31,Passaic County,North,NJ,Single Family Residential,461000.0,1.60%,"$474,900.00",-0.02%,311.36,10.31%,$295.58,1.46%,166,10.67%,156,30.00%,233,42.94%,2,-20.00%,47,-800.00%,102.44%,1.88%,58.43%,8.43%,11.76%,1.20%,47.44%,2.44%
2023-03-01,2023-03-31,Passaic County,North,NJ,Townhouse,383750.0,-25.27%,"$474,900.00",-0.02%,251.44,19.82%,$295.58,1.46%,6,200.00%,5,-28.57%,18,100.00%,4,-180.00%,28,-6500.00%,99.83%,2.42%,66.67%,66.67%,8.00%,-17.00%,40.00%,11.43%
2023-04-01,2023-04-30,Passaic County,North,NJ,All Residential,477000.0,3.70%,"$492,500.00",3.71%,280.4,-4.11%,$283.21,-4.18%,244,-5.06%,255,11.35%,304,-16.48%,2,0.00%,52,-500.00%,103.32%,1.46%,61.89%,5.47%,8.90%,0.38%,31.76%,-10.16%
2023-04-01,2023-04-30,Passaic County,North,NJ,Condo,261000.0,-3.33%,"$492,500.00",3.71%,292.31,13.68%,$283.21,-4.18%,25,-13.79%,23,0.00%,30,-30.23%,2,50.00%,44,-800.00%,101.46%,0.91%,60.00%,11.72%,6.25%,1.41%,17.39%,-21.74%
2023-04-01,2023-04-30,Passaic County,North,NJ,Multi-Family (2-4 Unit),507500.0,-4.78%,"$492,500.00",3.71%,211.76,-16.17%,$283.21,-4.18%,46,-17.86%,46,2.22%,68,-2.86%,4,50.00%,69,-700.00%,104.81%,3.82%,71.74%,18.17%,8.06%,3.47%,28.26%,3.82%
